name;growthRate;region;district;archived;externalID
Märkisches-Viertel;0;Berlin;SK Berlin Reinickendorf;0;16077114
Wittenau/Borsigwalde;0;Berlin;SK Berlin Reinickendorf;0;16077113
Grüner-Norden;0;Berlin;SK Berlin Reinickendorf;0;16077112
Tegel;0;Berlin;SK Berlin Reinickendorf;0;16077111
Reinickendorf-Ost;0;Berlin;SK Berlin Reinickendorf;0;16077110
Lichtenberg-Süd;0;Berlin;SK Berlin Lichtenberg;0;16077109
Lichtenberg-Mitte;0;Berlin;SK Berlin Lichtenberg;0;16077108
Lichtenberg-Nord;0;Berlin;SK Berlin Lichtenberg;0;16077107
Hohenschönhausen-Süd;0;Berlin;SK Berlin Lichtenberg;0;16077106
Hohenschönhausen-Nord;0;Berlin;SK Berlin Lichtenberg;0;16077105
Kaulsdorf/Mahlsdorf;0;Berlin;SK Berlin Marzahn-Hellersdorf;0;16077104
Biesdorf;0;Berlin;SK Berlin Marzahn-Hellersdorf;0;16077103
Hellersdorf;0;Berlin;SK Berlin Marzahn-Hellersdorf;0;16077102
Marzahn;0;Berlin;SK Berlin Marzahn-Hellersdorf;0;16077101
Treptow-Köpenick (100);0;Berlin;SK Berlin Treptow-Köpenick;0;16077100
Treptow-Köpenick (099);0;Berlin;SK Berlin Treptow-Köpenick;0;16077099
Treptow-Köpenick (098);0;Berlin;SK Berlin Treptow-Köpenick;0;16077098
Treptow-Köpenick (097);0;Berlin;SK Berlin Treptow-Köpenick;0;16077097
Treptow-Köpenick (096);0;Berlin;SK Berlin Treptow-Köpenick;0;16077096
Buckow-Nord/Rudow;0;Berlin;SK Berlin Neukölln;0;16077095
Gropiusstadt;0;Berlin;SK Berlin Neukölln;0;16077094
Britz/Buckow;0;Berlin;SK Berlin Neukölln;0;16077093
Neukölln;0;Berlin;SK Berlin Neukölln;0;16077092
Marienfelde/Lichtenrade;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077091
Mariendorf;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077090
Tempelhof;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077089
Friedenau;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077088
Schöneberg-Süd;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077087
Schöneberg-Nord;0;Berlin;SK Berlin Tempelhof-Schöneberg;0;16077086
Zehlendorf-Nord/Wannsee;0;Berlin;SK Berlin Steglitz-Zehlendorf;0;16077085
Zehlendorf/Lichterfelde-West;0;Berlin;SK Berlin Steglitz-Zehlendorf;0;16077084
Lankwitz/Lichterfelde-Ost;0;Berlin;SK Berlin Steglitz-Zehlendorf;0;16077083
Steglitz;0;Berlin;SK Berlin Steglitz-Zehlendorf;0;16077082
Gatow/Kladow;0;Berlin;SK Berlin Spandau;0;16077081
Haselhorst/Siemenstadt;0;Berlin;SK Berlin Spandau;0;16077080
Wilhemstadt/Staaken;0;Berlin;SK Berlin Spandau;0;16077079
Spandau-Mitte/Nord;0;Berlin;SK Berlin Spandau;0;16077078
Wilmersdorf-Zentrum;0;Berlin;SK Berlin Charlottenburg-Wilmersdorf;0;16077077
Wilmersdorf-Süd;0;Berlin;SK Berlin Charlottenburg-Wilmersdorf;0;16077076
Charlottenburg-Zentrum;0;Berlin;SK Berlin Charlottenburg-Wilmersdorf;0;16077075
Charlottenburg-West;0;Berlin;SK Berlin Charlottenburg-Wilmersdorf;0;16077074
Charlottenburg-Nord;0;Berlin;SK Berlin Charlottenburg-Wilmersdorf;0;16077073
Südlicher-Prenzlauer-Berg;0;Berlin;SK Berlin Pankow;0;16077072
Nördlicher-Prenzlauer-Berg;0;Berlin;SK Berlin Pankow;0;16077071
Südliches-Weißensee;0;Berlin;SK Berlin Pankow;0;16077070
Südliches-Pankow;0;Berlin;SK Berlin Pankow;0;16077069
Nördliches-Weißensee;0;Berlin;SK Berlin Pankow;0;16077068
Nördliches-Pankow;0;Berlin;SK Berlin Pankow;0;16077067
Buch;0;Berlin;SK Berlin Pankow;0;16077066
Friedrichshain-Ost;0;Berlin;SK Berlin Friedrichshain-Kreuzberg;0;16077065
Friedrichshain-West;0;Berlin;SK Berlin Friedrichshain-Kreuzberg;0;16077064
Kreuzberg-Ost;0;Berlin;SK Berlin Friedrichshain-Kreuzberg;0;16077063
Kreuzberg-Süd;0;Berlin;SK Berlin Friedrichshain-Kreuzberg;0;16077062
Kreuzberg-Nord;0;Berlin;SK Berlin Friedrichshain-Kreuzberg;0;16077061
Wedding;0;Berlin;SK Berlin Mitte;0;16077060
Gesundbrunnen;0;Berlin;SK Berlin Mitte;0;16077059
Moabit;0;Berlin;SK Berlin Mitte;0;16077058
Zentrum;0;Berlin;SK Berlin Mitte;0;16077057
Saara;0;Thüringen;LK Altenburger Land;0;16077056
Ziegelheim;0;Thüringen;LK Altenburger Land;0;16077055
Windischleuba;0;Thüringen;LK Altenburger Land;0;16077052
Wildenbörten;0;Thüringen;LK Altenburger Land;0;16077051
Vollmershain;0;Thüringen;LK Altenburger Land;0;16077049
Treben;0;Thüringen;LK Altenburger Land;0;16077048
Thonhausen;0;Thüringen;LK Altenburger Land;0;16077047
Starkenberg;0;Thüringen;LK Altenburger Land;0;16077044
Schmölln, St;0;Thüringen;LK Altenburger Land;0;16077043
Rositz;0;Thüringen;LK Altenburger Land;0;16077042
Posterstein;0;Thüringen;LK Altenburger Land;0;16077041
Ponitz;0;Thüringen;LK Altenburger Land;0;16077039
Nöbdenitz;0;Thüringen;LK Altenburger Land;0;16077037
Nobitz;0;Thüringen;LK Altenburger Land;0;16077036
Monstab;0;Thüringen;LK Altenburger Land;0;16077034
Meuselwitz, St;0;Thüringen;LK Altenburger Land;0;16077032
Mehna;0;Thüringen;LK Altenburger Land;0;16077031
Lumpzig;0;Thüringen;LK Altenburger Land;0;16077029
Lucka, St;0;Thüringen;LK Altenburger Land;0;16077028
Lödla;0;Thüringen;LK Altenburger Land;0;16077027
Löbichau;0;Thüringen;LK Altenburger Land;0;16077026
Langenleuba-Niederhain;0;Thüringen;LK Altenburger Land;0;16077023
Kriebitzsch;0;Thüringen;LK Altenburger Land;0;16077022
Jückelberg;0;Thüringen;LK Altenburger Land;0;16077019
Jonaswalde;0;Thüringen;LK Altenburger Land;0;16077018
Heyersdorf;0;Thüringen;LK Altenburger Land;0;16077017
Heukewalde;0;Thüringen;LK Altenburger Land;0;16077016
Haselbach;0;Thüringen;LK Altenburger Land;0;16077015
Großröda;0;Thüringen;LK Altenburger Land;0;16077013
Gößnitz, St;0;Thüringen;LK Altenburger Land;0;16077012
Göpfersdorf;0;Thüringen;LK Altenburger Land;0;16077011
Göllnitz;0;Thüringen;LK Altenburger Land;0;16077009
Göhren;0;Thüringen;LK Altenburger Land;0;16077008
Gerstenberg;0;Thüringen;LK Altenburger Land;0;16077007
Frohnsdorf;0;Thüringen;LK Altenburger Land;0;16077006
Fockendorf;0;Thüringen;LK Altenburger Land;0;16077005
Drogen;0;Thüringen;LK Altenburger Land;0;16077004
Dobitschen;0;Thüringen;LK Altenburger Land;0;16077003
Altkirchen;0;Thüringen;LK Altenburger Land;0;16077002
Altenburg, St;0;Thüringen;LK Altenburger Land;0;16077001
Mohlsdorf-Teichwolframsdorf;0;Thüringen;LK Greiz;0;16076093
Auma-Weidatal, St;0;Thüringen;LK Greiz;0;16076092
Vogtländisches Oberland;0;Thüringen;LK Greiz;0;16076091
Kraftsdorf;0;Thüringen;LK Greiz;0;16076089
Harth-Pöllnitz;0;Thüringen;LK Greiz;0;16076088
Zeulenroda-Triebes, St;0;Thüringen;LK Greiz;0;16076087
Zedlitz;0;Thüringen;LK Greiz;0;16076086
Zadelsdorf;0;Thüringen;LK Greiz;0;16076085
Wünschendorf/Elster;0;Thüringen;LK Greiz;0;16076084
Wildetaube;0;Thüringen;LK Greiz;0;16076083
Wiebelsdorf;0;Thüringen;LK Greiz;0;16076082
Weißendorf;0;Thüringen;LK Greiz;0;16076081
Weida, St;0;Thüringen;LK Greiz;0;16076079
Teichwolframsdorf;0;Thüringen;LK Greiz;0;16076075
Teichwitz;0;Thüringen;LK Greiz;0;16076074
Steinsdorf;0;Thüringen;LK Greiz;0;16076073
Staitz;0;Thüringen;LK Greiz;0;16076072
Silberfeld;0;Thüringen;LK Greiz;0;16076071
Seelingstädt;0;Thüringen;LK Greiz;0;16076069
Schwarzbach;0;Thüringen;LK Greiz;0;16076068
Schwaara;0;Thüringen;LK Greiz;0;16076067
Schömberg;0;Thüringen;LK Greiz;0;16076065
Saara;0;Thüringen;LK Greiz;0;16076064
Rückersdorf;0;Thüringen;LK Greiz;0;16076062
Ronneburg, St;0;Thüringen;LK Greiz;0;16076061
Reichstädt;0;Thüringen;LK Greiz;0;16076059
Pölzig;0;Thüringen;LK Greiz;0;16076058
Paitzdorf;0;Thüringen;LK Greiz;0;16076055
Neumühle/Elster;0;Thüringen;LK Greiz;0;16076052
Neugernsdorf;0;Thüringen;LK Greiz;0;16076051
Münchenbernsdorf, St;0;Thüringen;LK Greiz;0;16076049
Mohlsdorf;0;Thüringen;LK Greiz;0;16076047
Merkendorf;0;Thüringen;LK Greiz;0;16076046
Lunzig;0;Thüringen;LK Greiz;0;16076045
Lindenkreuz;0;Thüringen;LK Greiz;0;16076044
Linda b. Weida;0;Thüringen;LK Greiz;0;16076043
Lederhose;0;Thüringen;LK Greiz;0;16076042
Langenwolschendorf;0;Thüringen;LK Greiz;0;16076041
Langenwetzendorf;0;Thüringen;LK Greiz;0;16076039
Kühdorf;0;Thüringen;LK Greiz;0;16076038
Korbußen;0;Thüringen;LK Greiz;0;16076036
Kauern;0;Thüringen;LK Greiz;0;16076034
Hundhaupten;0;Thüringen;LK Greiz;0;16076033
Hohenölsen;0;Thüringen;LK Greiz;0;16076031
Hohenleuben, St;0;Thüringen;LK Greiz;0;16076029
Hirschfeld;0;Thüringen;LK Greiz;0;16076028
Hilbersdorf;0;Thüringen;LK Greiz;0;16076027
Hartmannsdorf;0;Thüringen;LK Greiz;0;16076026
Hain;0;Thüringen;LK Greiz;0;16076024
Großenstein;0;Thüringen;LK Greiz;0;16076023
Greiz, St;0;Thüringen;LK Greiz;0;16076022
Göhren-Döhlen;0;Thüringen;LK Greiz;0;16076021
Gauern;0;Thüringen;LK Greiz;0;16076019
Endschütz;0;Thüringen;LK Greiz;0;16076017
Crimla;0;Thüringen;LK Greiz;0;16076014
Caaschwitz;0;Thüringen;LK Greiz;0;16076012
Braunsdorf;0;Thüringen;LK Greiz;0;16076011
Braunichswalde;0;Thüringen;LK Greiz;0;16076009
Brahmenau;0;Thüringen;LK Greiz;0;16076008
Bocka;0;Thüringen;LK Greiz;0;16076007
Bethenhausen;0;Thüringen;LK Greiz;0;16076006
Berga/Elster, St;0;Thüringen;LK Greiz;0;16076004
Bad Köstritz, St;0;Thüringen;LK Greiz;0;16076003
Auma, St;0;Thüringen;LK Greiz;0;16076002
Rosenthal am Rennsteig;0;Thüringen;LK Saale-Orla-Kreis;0;16075136
Saalburg-Ebersdorf, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075135
Remptendorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075134
Wurzbach, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075133
Tanna, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075132
Gefell, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075131
Krölpa;0;Thüringen;LK Saale-Orla-Kreis;0;16075129
Ziegenrück, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075127
Wilhelmsdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075125
Wernburg;0;Thüringen;LK Saale-Orla-Kreis;0;16075124
Weira;0;Thüringen;LK Saale-Orla-Kreis;0;16075121
Volkmannsdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075119
Triptis, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075116
Tömmelsdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075114
Tegau;0;Thüringen;LK Saale-Orla-Kreis;0;16075109
Stanau;0;Thüringen;LK Saale-Orla-Kreis;0;16075106
Solkwitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075105
Seisla;0;Thüringen;LK Saale-Orla-Kreis;0;16075103
Schöndorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075102
Schmorda;0;Thüringen;LK Saale-Orla-Kreis;0;16075101
Schmieritz;0;Thüringen;LK Saale-Orla-Kreis;0;16075099
Schleiz, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075098
Schlegel;0;Thüringen;LK Saale-Orla-Kreis;0;16075097
Rosendorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075093
Ranis, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075088
Quaschwitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075087
Pottiga;0;Thüringen;LK Saale-Orla-Kreis;0;16075086
Pößneck, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075085
Pörmitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075084
Plothen;0;Thüringen;LK Saale-Orla-Kreis;0;16075083
Pillingsdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075082
Peuschen;0;Thüringen;LK Saale-Orla-Kreis;0;16075081
Paska;0;Thüringen;LK Saale-Orla-Kreis;0;16075079
Oppurg;0;Thüringen;LK Saale-Orla-Kreis;0;16075077
Oettersdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075076
Oberoppurg;0;Thüringen;LK Saale-Orla-Kreis;0;16075075
Nimritz;0;Thüringen;LK Saale-Orla-Kreis;0;16075074
Neustadt an der Orla, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075073
Neundorf (bei Schleiz);0;Thüringen;LK Saale-Orla-Kreis;0;16075072
Neundorf (bei Lobenstein);0;Thüringen;LK Saale-Orla-Kreis;0;16075071
Moxa;0;Thüringen;LK Saale-Orla-Kreis;0;16075069
Moßbach;0;Thüringen;LK Saale-Orla-Kreis;0;16075068
Mittelpöllnitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075066
Miesitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075065
Löhma;0;Thüringen;LK Saale-Orla-Kreis;0;16075063
Bad Lobenstein, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075062
Linda b. Neustadt an der Orla;0;Thüringen;LK Saale-Orla-Kreis;0;16075061
Lemnitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075057
Lausnitz b. Neustadt an der Orla;0;Thüringen;LK Saale-Orla-Kreis;0;16075056
Langenorla;0;Thüringen;LK Saale-Orla-Kreis;0;16075054
Kospoda;0;Thüringen;LK Saale-Orla-Kreis;0;16075051
Knau;0;Thüringen;LK Saale-Orla-Kreis;0;16075049
Kirschkau;0;Thüringen;LK Saale-Orla-Kreis;0;16075048
Keila;0;Thüringen;LK Saale-Orla-Kreis;0;16075047
Hirschberg, St;0;Thüringen;LK Saale-Orla-Kreis;0;16075046
Harra;0;Thüringen;LK Saale-Orla-Kreis;0;16075042
Grobengereuth;0;Thüringen;LK Saale-Orla-Kreis;0;16075039
Gössitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075035
Göschitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075034
Görkwitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075033
Gertewitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075031
Geroda;0;Thüringen;LK Saale-Orla-Kreis;0;16075029
Eßbach;0;Thüringen;LK Saale-Orla-Kreis;0;16075023
Dreitzsch;0;Thüringen;LK Saale-Orla-Kreis;0;16075019
Dreba;0;Thüringen;LK Saale-Orla-Kreis;0;16075018
Dragensdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075017
Döbritz;0;Thüringen;LK Saale-Orla-Kreis;0;16075016
Dittersdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075014
Crispendorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075013
Chursdorf;0;Thüringen;LK Saale-Orla-Kreis;0;16075012
Burgk;0;Thüringen;LK Saale-Orla-Kreis;0;16075009
Bucha;0;Thüringen;LK Saale-Orla-Kreis;0;16075008
Breitenhain;0;Thüringen;LK Saale-Orla-Kreis;0;16075007
Bodelwitz;0;Thüringen;LK Saale-Orla-Kreis;0;16075006
Blankenstein;0;Thüringen;LK Saale-Orla-Kreis;0;16075004
Blankenberg;0;Thüringen;LK Saale-Orla-Kreis;0;16075003
Birkenhügel;0;Thüringen;LK Saale-Orla-Kreis;0;16075002
Schkölen, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074116
Zöllnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074114
Zimmern;0;Thüringen;LK Saale-Holzland-Kreis;0;16074113
Wichmar;0;Thüringen;LK Saale-Holzland-Kreis;0;16074112
Weißenborn;0;Thüringen;LK Saale-Holzland-Kreis;0;16074109
Weißbach;0;Thüringen;LK Saale-Holzland-Kreis;0;16074108
Waltersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074107
Walpernhain;0;Thüringen;LK Saale-Holzland-Kreis;0;16074106
Waldeck;0;Thüringen;LK Saale-Holzland-Kreis;0;16074105
Unterbodnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074104
Tröbnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074103
Trockenborn-Wolfersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074102
Tissa;0;Thüringen;LK Saale-Holzland-Kreis;0;16074101
Thierschneck;0;Thüringen;LK Saale-Holzland-Kreis;0;16074099
Tautenhain;0;Thüringen;LK Saale-Holzland-Kreis;0;16074098
Tautendorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074097
Tautenburg;0;Thüringen;LK Saale-Holzland-Kreis;0;16074096
Sulza;0;Thüringen;LK Saale-Holzland-Kreis;0;16074095
Stroda, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074094
St.Gangloff;0;Thüringen;LK Saale-Holzland-Kreis;0;16074093
Silbitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074092
Serba;0;Thüringen;LK Saale-Holzland-Kreis;0;16074091
Seitenroda;0;Thüringen;LK Saale-Holzland-Kreis;0;16074089
Schöps;0;Thüringen;LK Saale-Holzland-Kreis;0;16074087
Schöngleina;0;Thüringen;LK Saale-Holzland-Kreis;0;16074086
Schlöben;0;Thüringen;LK Saale-Holzland-Kreis;0;16074085
Schleifreisen;0;Thüringen;LK Saale-Holzland-Kreis;0;16074084
Scheiditz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074082
Ruttersdorf-Lotschen;0;Thüringen;LK Saale-Holzland-Kreis;0;16074081
Rothenstein;0;Thüringen;LK Saale-Holzland-Kreis;0;16074079
Renthendorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074077
Reinstädt;0;Thüringen;LK Saale-Holzland-Kreis;0;16074076
Reichenbach;0;Thüringen;LK Saale-Holzland-Kreis;0;16074075
Rausdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074074
Rauschwitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074073
Rauda;0;Thüringen;LK Saale-Holzland-Kreis;0;16074072
Rattelsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074071
Quirla;0;Thüringen;LK Saale-Holzland-Kreis;0;16074069
Poxdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074068
Petersberg;0;Thüringen;LK Saale-Holzland-Kreis;0;16074067
Ottendorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074066
Orlamünde, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074065
Oberbodnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074064
Neuengönna;0;Thüringen;LK Saale-Holzland-Kreis;0;16074063
Nausnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074061
Mörsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074059
Möckern;0;Thüringen;LK Saale-Holzland-Kreis;0;16074058
Milda;0;Thüringen;LK Saale-Holzland-Kreis;0;16074057
Meusebach;0;Thüringen;LK Saale-Holzland-Kreis;0;16074056
Mertendorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074055
Löberschütz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074054
Lippersdorf-Erdmannsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074053
Lindig;0;Thüringen;LK Saale-Holzland-Kreis;0;16074052
Lehesten;0;Thüringen;LK Saale-Holzland-Kreis;0;16074051
Laasdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074049
Kleineutersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074048
Kleinebersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074047
Kleinbockedra;0;Thüringen;LK Saale-Holzland-Kreis;0;16074046
Karlsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074045
Kahla, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074044
Jenalöbnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074043
Hummelshain;0;Thüringen;LK Saale-Holzland-Kreis;0;16074042
Hermsdorf, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074041
Heideland;0;Thüringen;LK Saale-Holzland-Kreis;0;16074039
Hartmannsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074038
Hainspitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074037
Hainichen;0;Thüringen;LK Saale-Holzland-Kreis;0;16074036
Gumperda;0;Thüringen;LK Saale-Holzland-Kreis;0;16074034
Großpürschütz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074033
Großlöbichau;0;Thüringen;LK Saale-Holzland-Kreis;0;16074032
Großeutersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074031
Großbockedra;0;Thüringen;LK Saale-Holzland-Kreis;0;16074029
Graitschen b. Bürgel;0;Thüringen;LK Saale-Holzland-Kreis;0;16074028
Golmsdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074026
Gösen;0;Thüringen;LK Saale-Holzland-Kreis;0;16074025
Gneus;0;Thüringen;LK Saale-Holzland-Kreis;0;16074024
Geisenhain;0;Thüringen;LK Saale-Holzland-Kreis;0;16074022
Freienorla;0;Thüringen;LK Saale-Holzland-Kreis;0;16074021
Frauenprießnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074019
Eisenberg, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074018
Eineborn;0;Thüringen;LK Saale-Holzland-Kreis;0;16074017
Eichenberg;0;Thüringen;LK Saale-Holzland-Kreis;0;16074016
Crossen an der Elster;0;Thüringen;LK Saale-Holzland-Kreis;0;16074012
Dornburg-Camburg, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074011
Bürgel, St;0;Thüringen;LK Saale-Holzland-Kreis;0;16074009
Bucha;0;Thüringen;LK Saale-Holzland-Kreis;0;16074008
Bremsnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074007
Bollberg;0;Thüringen;LK Saale-Holzland-Kreis;0;16074006
Bobeck;0;Thüringen;LK Saale-Holzland-Kreis;0;16074005
Bibra;0;Thüringen;LK Saale-Holzland-Kreis;0;16074004
Bad Klosterlausnitz;0;Thüringen;LK Saale-Holzland-Kreis;0;16074003
Altenberga;0;Thüringen;LK Saale-Holzland-Kreis;0;16074002
Albersdorf;0;Thüringen;LK Saale-Holzland-Kreis;0;16074001
Schwarzatal, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073113
Unterwellenborn;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073111
Uhlstädt-Kirchhasel;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073109
Saalfelder Höhe;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073108
Drognitz;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073107
Leutenberg, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073106
Remda-Teichel, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073105
Wittgendorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073101
Unterweißbach;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073094
Sitzendorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073084
Schwarzburg;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073082
Schmiedefeld;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073079
Saalfeld/Saale, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073077
Rudolstadt, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073076
Rottenbach;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073075
Rohrbach;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073074
Reichmannsdorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073068
Probstzella;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073067
Piesau;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073066
Oberweißbach/Thür. Wald, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073065
Oberhain;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073063
Meuselbach-Schwarzmühle;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073056
Meura;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073055
Mellenbach-Glasbach;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073054
Lichte;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073049
Lehesten, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073046
Königsee, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073042
Kaulsdorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073038
Katzhütte;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073037
Kamsdorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073036
Hohenwarte;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073035
Gräfenthal, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073028
Dröbischau;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073021
Döschnitz;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073017
Deesbach;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073014
Cursdorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073013
Bechstedt;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073006
Bad Blankenburg, St;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073005
Arnsgereuth;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073004
Altenbeuthen;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073002
Allendorf;0;Thüringen;LK Saalfeld-Rudolstadt;0;16073001
Frankenblick;0;Thüringen;LK Sonneberg;0;16072023
Oberland am Rennsteig;0;Thüringen;LK Sonneberg;0;16072022
Steinheid;0;Thüringen;LK Sonneberg;0;16072021
Steinach, St;0;Thüringen;LK Sonneberg;0;16072019
Sonneberg, St;0;Thüringen;LK Sonneberg;0;16072018
Siegmundsburg;0;Thüringen;LK Sonneberg;0;16072017
Scheibe-Alsbach;0;Thüringen;LK Sonneberg;0;16072016
Schalkau, St;0;Thüringen;LK Sonneberg;0;16072015
Neuhaus-Schierschnitz;0;Thüringen;LK Sonneberg;0;16072014
Neuhaus am Rennweg, St;0;Thüringen;LK Sonneberg;0;16072013
Mengersgereuth-Hämmern;0;Thüringen;LK Sonneberg;0;16072012
Lauscha, St;0;Thüringen;LK Sonneberg;0;16072011
Judenbach;0;Thüringen;LK Sonneberg;0;16072009
Goldisthal;0;Thüringen;LK Sonneberg;0;16072006
Föritz;0;Thüringen;LK Sonneberg;0;16072005
Effelder-Rauenstein;0;Thüringen;LK Sonneberg;0;16072002
Bachfeld;0;Thüringen;LK Sonneberg;0;16072001
