name;growthRate;region;district;archived;externalID
Thalwenden;0;Thüringen;LK Eichsfeld;0;16061096
Tastungen;0;Thüringen;LK Eichsfeld;0;16061094
Stöckey;0;Thüringen;LK Eichsfeld;0;16061093
Steinrode;0;Thüringen;LK Eichsfeld;0;16061092
Steinheuterode;0;Thüringen;LK Eichsfeld;0;16061091
Steinbach;0;Thüringen;LK Eichsfeld;0;16061089
Silkerode;0;Thüringen;LK Eichsfeld;0;16061088
Silberhausen;0;Thüringen;LK Eichsfeld;0;16061087
Sickerode;0;Thüringen;LK Eichsfeld;0;16061086
Schwobfeld;0;Thüringen;LK Eichsfeld;0;16061085
Schönhagen;0;Thüringen;LK Eichsfeld;0;16061084
Schachtebich;0;Thüringen;LK Eichsfeld;0;16061083
Rustenfelde;0;Thüringen;LK Eichsfeld;0;16061082
Rohrberg;0;Thüringen;LK Eichsfeld;0;16061078
Röhrig;0;Thüringen;LK Eichsfeld;0;16061077
Reinholterode;0;Thüringen;LK Eichsfeld;0;16061076
Pfaffschwende;0;Thüringen;LK Eichsfeld;0;16061075
Niederorschel;0;Thüringen;LK Eichsfeld;0;16061074
Neustadt;0;Thüringen;LK Eichsfeld;0;16061073
Marth;0;Thüringen;LK Eichsfeld;0;16061069
Mackenrode;0;Thüringen;LK Eichsfeld;0;16061068
Lutter;0;Thüringen;LK Eichsfeld;0;16061067
Lindewerra;0;Thüringen;LK Eichsfeld;0;16061066
Lenterode;0;Thüringen;LK Eichsfeld;0;16061065
Küllstedt;0;Thüringen;LK Eichsfeld;0;16061063
Krombach;0;Thüringen;LK Eichsfeld;0;16061062
Kreuzebra;0;Thüringen;LK Eichsfeld;0;16061061
Kleinbartloff;0;Thüringen;LK Eichsfeld;0;16061059
Kirchworbis;0;Thüringen;LK Eichsfeld;0;16061058
Kirchgandern;0;Thüringen;LK Eichsfeld;0;16061057
Kella;0;Thüringen;LK Eichsfeld;0;16061056
Kefferhausen;0;Thüringen;LK Eichsfeld;0;16061055
Kallmerode;0;Thüringen;LK Eichsfeld;0;16061054
Jützenbach;0;Thüringen;LK Eichsfeld;0;16061053
Hundeshagen;0;Thüringen;LK Eichsfeld;0;16061052
Holungen;0;Thüringen;LK Eichsfeld;0;16061051
Hohes Kreuz;0;Thüringen;LK Eichsfeld;0;16061049
Hohengandern;0;Thüringen;LK Eichsfeld;0;16061048
Heuthen;0;Thüringen;LK Eichsfeld;0;16061047
Helmsdorf;0;Thüringen;LK Eichsfeld;0;16061046
Heilbad Heiligenstadt, St;0;Thüringen;LK Eichsfeld;0;16061045
Haynrode;0;Thüringen;LK Eichsfeld;0;16061044
Hausen;0;Thüringen;LK Eichsfeld;0;16061043
Großbodungen;0;Thüringen;LK Eichsfeld;0;16061042
Großbartloff;0;Thüringen;LK Eichsfeld;0;16061041
Glasehausen;0;Thüringen;LK Eichsfeld;0;16061039
Gerterode;0;Thüringen;LK Eichsfeld;0;16061038
Gernrode;0;Thüringen;LK Eichsfeld;0;16061037
Gerbershausen;0;Thüringen;LK Eichsfeld;0;16061036
Geismar;0;Thüringen;LK Eichsfeld;0;16061035
Geisleden;0;Thüringen;LK Eichsfeld;0;16061034
Fretterode;0;Thüringen;LK Eichsfeld;0;16061033
Freienhagen;0;Thüringen;LK Eichsfeld;0;16061032
Ferna;0;Thüringen;LK Eichsfeld;0;16061031
Eichstruth;0;Thüringen;LK Eichsfeld;0;16061028
Effelder;0;Thüringen;LK Eichsfeld;0;16061027
Ecklingerode;0;Thüringen;LK Eichsfeld;0;16061026
Dingelstädt, St;0;Thüringen;LK Eichsfeld;0;16061025
Dietzenrode/Vatterode;0;Thüringen;LK Eichsfeld;0;16061024
Dieterode;0;Thüringen;LK Eichsfeld;0;16061023
Deuna;0;Thüringen;LK Eichsfeld;0;16061022
Burgwalde;0;Thüringen;LK Eichsfeld;0;16061021
Buhla;0;Thüringen;LK Eichsfeld;0;16061019
Büttstedt;0;Thüringen;LK Eichsfeld;0;16061018
Breitenworbis;0;Thüringen;LK Eichsfeld;0;16061017
Brehme;0;Thüringen;LK Eichsfeld;0;16061015
Bornhagen;0;Thüringen;LK Eichsfeld;0;16061014
Bodenrode-Westhausen;0;Thüringen;LK Eichsfeld;0;16061012
Bockelnhagen;0;Thüringen;LK Eichsfeld;0;16061011
Bischofferode;0;Thüringen;LK Eichsfeld;0;16061009
Birkenfelde;0;Thüringen;LK Eichsfeld;0;16061007
Bernterode (bei Worbis);0;Thüringen;LK Eichsfeld;0;16061005
Bernterode (bei Heilbad Heiligenstadt);0;Thüringen;LK Eichsfeld;0;16061004
Berlingerode;0;Thüringen;LK Eichsfeld;0;16061003
Asbach-Sickenberg;0;Thüringen;LK Eichsfeld;0;16061002
Arenshausen;0;Thüringen;LK Eichsfeld;0;16061001
Zschornewitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091405
Zörnigall;0;Sachsen-Anhalt;LK Wittenberg;0;15091400
Zemnick;0;Sachsen-Anhalt;LK Wittenberg;0;15091395
Zahna-Elster, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091391
Zahna;0;Sachsen-Anhalt;LK Wittenberg;0;15091390
Wörlitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091380
Wittenberg, Lutherstadt;0;Sachsen-Anhalt;LK Wittenberg;0;15091375
Wartenburg;0;Sachsen-Anhalt;LK Wittenberg;0;15091370
Vockerode;0;Sachsen-Anhalt;LK Wittenberg;0;15091365
Uthausen;0;Sachsen-Anhalt;LK Wittenberg;0;15091360
Trebitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091355
Tornau;0;Sachsen-Anhalt;LK Wittenberg;0;15091350
Thießen;0;Sachsen-Anhalt;LK Wittenberg;0;15091345
Straach;0;Sachsen-Anhalt;LK Wittenberg;0;15091340
Stackelitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091335
Söllichau;0;Sachsen-Anhalt;LK Wittenberg;0;15091330
Serno;0;Sachsen-Anhalt;LK Wittenberg;0;15091325
Senst;0;Sachsen-Anhalt;LK Wittenberg;0;15091320
Selbitz b. Bitterfeld;0;Sachsen-Anhalt;LK Wittenberg;0;15091315
Schützberg;0;Sachsen-Anhalt;LK Wittenberg;0;15091310
Schnellin;0;Sachsen-Anhalt;LK Wittenberg;0;15091305
Schleesen;0;Sachsen-Anhalt;LK Wittenberg;0;15091300
Schköna;0;Sachsen-Anhalt;LK Wittenberg;0;15091295
Rotta;0;Sachsen-Anhalt;LK Wittenberg;0;15091290
Riesigk;0;Sachsen-Anhalt;LK Wittenberg;0;15091285
Rehsen;0;Sachsen-Anhalt;LK Wittenberg;0;15091280
Ragösen b. Dessua, Anh;0;Sachsen-Anhalt;LK Wittenberg;0;15091275
Radis;0;Sachsen-Anhalt;LK Wittenberg;0;15091270
Rackith;0;Sachsen-Anhalt;LK Wittenberg;0;15091265
Priesitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091260
Pretzsch (Elbe);0;Sachsen-Anhalt;LK Wittenberg;0;15091255
Prettin;0;Sachsen-Anhalt;LK Wittenberg;0;15091250
Plossig;0;Sachsen-Anhalt;LK Wittenberg;0;15091245
Oranienbaum-Wörlitz, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091241
Oranienbaum;0;Sachsen-Anhalt;LK Wittenberg;0;15091240
Naundorf bei Seyda;0;Sachsen-Anhalt;LK Wittenberg;0;15091235
Mühlanger;0;Sachsen-Anhalt;LK Wittenberg;0;15091230
Möllensdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091225
Möhlau;0;Sachsen-Anhalt;LK Wittenberg;0;15091220
Mochau b. Lutherstadt Eisleben;0;Sachsen-Anhalt;LK Wittenberg;0;15091215
Meuro b. Lutherstadt Eisleben;0;Sachsen-Anhalt;LK Wittenberg;0;15091210
Listerfehrda;0;Sachsen-Anhalt;LK Wittenberg;0;15091205
Leetza;0;Sachsen-Anhalt;LK Wittenberg;0;15091200
Lebien;0;Sachsen-Anhalt;LK Wittenberg;0;15091195
Labrun;0;Sachsen-Anhalt;LK Wittenberg;0;15091190
Kropstädt;0;Sachsen-Anhalt;LK Wittenberg;0;15091185
Köselitz;0;Sachsen-Anhalt;LK Wittenberg;0;15091180
Korgau;0;Sachsen-Anhalt;LK Wittenberg;0;15091175
Klöden;0;Sachsen-Anhalt;LK Wittenberg;0;15091170
Klieken;0;Sachsen-Anhalt;LK Wittenberg;0;15091165
Kemberg, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091160
Kakau;0;Sachsen-Anhalt;LK Wittenberg;0;15091155
Jessen (Elster), St;0;Sachsen-Anhalt;LK Wittenberg;0;15091145
Jeber-Bergfrieden;0;Sachsen-Anhalt;LK Wittenberg;0;15091140
Hundeluft;0;Sachsen-Anhalt;LK Wittenberg;0;15091135
Horstdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091130
Groß Naundorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091125
Griesen;0;Sachsen-Anhalt;LK Wittenberg;0;15091120
Gräfenhainichen, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091110
Gohrau;0;Sachsen-Anhalt;LK Wittenberg;0;15091105
Globig-Bleddin;0;Sachsen-Anhalt;LK Wittenberg;0;15091100
Gadegast;0;Sachsen-Anhalt;LK Wittenberg;0;15091095
Eutzsch;0;Sachsen-Anhalt;LK Wittenberg;0;15091090
Elster (Elbe);0;Sachsen-Anhalt;LK Wittenberg;0;15091085
Düben;0;Sachsen-Anhalt;LK Wittenberg;0;15091080
Dietrichsdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091070
Dabrun;0;Sachsen-Anhalt;LK Wittenberg;0;15091065
Coswig (Anhalt), St;0;Sachsen-Anhalt;LK Wittenberg;0;15091060
Cobbelsdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091055
Buko;0;Sachsen-Anhalt;LK Wittenberg;0;15091045
Bräsen;0;Sachsen-Anhalt;LK Wittenberg;0;15091040
Brandhorst;0;Sachsen-Anhalt;LK Wittenberg;0;15091035
Boßdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091030
Bethau;0;Sachsen-Anhalt;LK Wittenberg;0;15091025
Bad Schmiedeberg, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091020
Axien;0;Sachsen-Anhalt;LK Wittenberg;0;15091015
Annaburg, St;0;Sachsen-Anhalt;LK Wittenberg;0;15091010
Abtsdorf;0;Sachsen-Anhalt;LK Wittenberg;0;15091005
Zehrental;0;Sachsen-Anhalt;LK Stendal;0;15090635
Wust-Fischbeck;0;Sachsen-Anhalt;LK Stendal;0;15090631
Wust b. Schönhausen, Elbe;0;Sachsen-Anhalt;LK Stendal;0;15090630
Wulkau;0;Sachsen-Anhalt;LK Stendal;0;15090625
Wittenmoor;0;Sachsen-Anhalt;LK Stendal;0;15090620
Windberge;0;Sachsen-Anhalt;LK Stendal;0;15090615
Werben (Elbe), Hansestadt;0;Sachsen-Anhalt;LK Stendal;0;15090610
Wendemark;0;Sachsen-Anhalt;LK Stendal;0;15090605
Weißewarte;0;Sachsen-Anhalt;LK Stendal;0;15090600
Wanzer;0;Sachsen-Anhalt;LK Stendal;0;15090595
Walsleben, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090590
Wahrenberg;0;Sachsen-Anhalt;LK Stendal;0;15090585
Volgfelde;0;Sachsen-Anhalt;LK Stendal;0;15090580
Vinzelberg;0;Sachsen-Anhalt;LK Stendal;0;15090575
Uetz;0;Sachsen-Anhalt;LK Stendal;0;15090570
Uenglingen;0;Sachsen-Anhalt;LK Stendal;0;15090565
Uchtspringe;0;Sachsen-Anhalt;LK Stendal;0;15090560
Uchtdorf;0;Sachsen-Anhalt;LK Stendal;0;15090555
Tangermünde, St;0;Sachsen-Anhalt;LK Stendal;0;15090550
Tangerhütte, St;0;Sachsen-Anhalt;LK Stendal;0;15090546
Tangerhütte;0;Sachsen-Anhalt;LK Stendal;0;15090545
Storkau (Elbe);0;Sachsen-Anhalt;LK Stendal;0;15090540
Stendal, Hansestadt;0;Sachsen-Anhalt;LK Stendal;0;15090535
Steinfeld (Altmark);0;Sachsen-Anhalt;LK Stendal;0;15090530
Staats;0;Sachsen-Anhalt;LK Stendal;0;15090525
Seehausen (Altmark), Hansestadt;0;Sachsen-Anhalt;LK Stendal;0;15090520
Schwarzholz;0;Sachsen-Anhalt;LK Stendal;0;15090515
Schorstedt;0;Sachsen-Anhalt;LK Stendal;0;15090510
Schönwalde (Altmark);0;Sachsen-Anhalt;LK Stendal;0;15090505
Schönhausen (Elbe);0;Sachsen-Anhalt;LK Stendal;0;15090500
Schönfeld b. Schönhausen, Elbe;0;Sachsen-Anhalt;LK Stendal;0;15090495
Schönberg, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090490
Schollene;0;Sachsen-Anhalt;LK Stendal;0;15090485
Schinne;0;Sachsen-Anhalt;LK Stendal;0;15090480
Schernikau;0;Sachsen-Anhalt;LK Stendal;0;15090475
Schernebeck;0;Sachsen-Anhalt;LK Stendal;0;15090470
Schelldorf;0;Sachsen-Anhalt;LK Stendal;0;15090465
Schäplitz;0;Sachsen-Anhalt;LK Stendal;0;15090460
Sanne;0;Sachsen-Anhalt;LK Stendal;0;15090455
Sandauerholz;0;Sachsen-Anhalt;LK Stendal;0;15090450
Sandau (Elbe), St;0;Sachsen-Anhalt;LK Stendal;0;15090445
Rossau, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090440
Rochau;0;Sachsen-Anhalt;LK Stendal;0;15090435
Ringfurth;0;Sachsen-Anhalt;LK Stendal;0;15090430
Querstedt;0;Sachsen-Anhalt;LK Stendal;0;15090425
Pollitz;0;Sachsen-Anhalt;LK Stendal;0;15090420
Osterburg (Altmark), Hansestadt;0;Sachsen-Anhalt;LK Stendal;0;15090415
Neukirchen (Altmark);0;Sachsen-Anhalt;LK Stendal;0;15090410
Neuermark-Lübars;0;Sachsen-Anhalt;LK Stendal;0;15090405
Nahrstedt;0;Sachsen-Anhalt;LK Stendal;0;15090400
Möringen;0;Sachsen-Anhalt;LK Stendal;0;15090395
Miltern;0;Sachsen-Anhalt;LK Stendal;0;15090390
Meßdorf;0;Sachsen-Anhalt;LK Stendal;0;15090385
Meseberg, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090380
Lüderitz;0;Sachsen-Anhalt;LK Stendal;0;15090375
Lückstedt;0;Sachsen-Anhalt;LK Stendal;0;15090370
Losse;0;Sachsen-Anhalt;LK Stendal;0;15090365
Losenrade;0;Sachsen-Anhalt;LK Stendal;0;15090360
Lindtorf;0;Sachsen-Anhalt;LK Stendal;0;15090355
Lichterfelde;0;Sachsen-Anhalt;LK Stendal;0;15090350
Langensalzwedel;0;Sachsen-Anhalt;LK Stendal;0;15090345
Krüden;0;Sachsen-Anhalt;LK Stendal;0;15090340
Krevese;0;Sachsen-Anhalt;LK Stendal;0;15090335
Kremkau;0;Sachsen-Anhalt;LK Stendal;0;15090330
Kossebau;0;Sachsen-Anhalt;LK Stendal;0;15090325
Könnigde;0;Sachsen-Anhalt;LK Stendal;0;15090320
Königsmark;0;Sachsen-Anhalt;LK Stendal;0;15090315
Klietz;0;Sachsen-Anhalt;LK Stendal;0;15090310
Klein Schwechten;0;Sachsen-Anhalt;LK Stendal;0;15090305
Kläden b. Stendal;0;Sachsen-Anhalt;LK Stendal;0;15090300
Kehnert;0;Sachsen-Anhalt;LK Stendal;0;15090295
Käthen;0;Sachsen-Anhalt;LK Stendal;0;15090290
Kamern;0;Sachsen-Anhalt;LK Stendal;0;15090285
Jerchel b. Tangerhütte;0;Sachsen-Anhalt;LK Stendal;0;15090280
Insel;0;Sachsen-Anhalt;LK Stendal;0;15090275
Iden;0;Sachsen-Anhalt;LK Stendal;0;15090270
Hüselitz;0;Sachsen-Anhalt;LK Stendal;0;15090265
Holzhausen b. Kolbe, Milde;0;Sachsen-Anhalt;LK Stendal;0;15090260
Hohenwulsch;0;Sachsen-Anhalt;LK Stendal;0;15090255
Hohengöhren;0;Sachsen-Anhalt;LK Stendal;0;15090250
Hohenberg-Krusemark;0;Sachsen-Anhalt;LK Stendal;0;15090245
Heiligenfelde;0;Sachsen-Anhalt;LK Stendal;0;15090235
Heeren;0;Sachsen-Anhalt;LK Stendal;0;15090230
Havelberg, Hansestadt;0;Sachsen-Anhalt;LK Stendal;0;15090225
Hassel;0;Sachsen-Anhalt;LK Stendal;0;15090220
Hämerten;0;Sachsen-Anhalt;LK Stendal;0;15090215
Groß Schwechten;0;Sachsen-Anhalt;LK Stendal;0;15090210
Groß Garz;0;Sachsen-Anhalt;LK Stendal;0;15090205
Grobleben;0;Sachsen-Anhalt;LK Stendal;0;15090200
Grieben b. Tangerhütte;0;Sachsen-Anhalt;LK Stendal;0;15090195
Grassau b. Stendal;0;Sachsen-Anhalt;LK Stendal;0;15090190
Gollensdorf;0;Sachsen-Anhalt;LK Stendal;0;15090185
Goldbeck;0;Sachsen-Anhalt;LK Stendal;0;15090180
Gladigau;0;Sachsen-Anhalt;LK Stendal;0;15090175
Geestgottberg;0;Sachsen-Anhalt;LK Stendal;0;15090170
Garlipp;0;Sachsen-Anhalt;LK Stendal;0;15090165
Gagel;0;Sachsen-Anhalt;LK Stendal;0;15090160
Flessau;0;Sachsen-Anhalt;LK Stendal;0;15090155
Fischbeck (Elbe);0;Sachsen-Anhalt;LK Stendal;0;15090150
Falkenberg, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090145
Erxleben b. Osterburg;0;Sachsen-Anhalt;LK Stendal;0;15090140
Eichstedt (Altmark);0;Sachsen-Anhalt;LK Stendal;0;15090135
Düsedau;0;Sachsen-Anhalt;LK Stendal;0;15090130
Dobberkau;0;Sachsen-Anhalt;LK Stendal;0;15090125
Demker;0;Sachsen-Anhalt;LK Stendal;0;15090120
Dahlen b. Schönhausen, Elbe;0;Sachsen-Anhalt;LK Stendal;0;15090115
Cobbel;0;Sachsen-Anhalt;LK Stendal;0;15090110
Büste;0;Sachsen-Anhalt;LK Stendal;0;15090105
Buchholz b. Gräfenhainichen;0;Sachsen-Anhalt;LK Stendal;0;15090100
Buch b. Tangerhütte;0;Sachsen-Anhalt;LK Stendal;0;15090095
Bretsch;0;Sachsen-Anhalt;LK Stendal;0;15090090
Boock, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090085
Bölsdorf;0;Sachsen-Anhalt;LK Stendal;0;15090080
Bittkau;0;Sachsen-Anhalt;LK Stendal;0;15090075
Bismark (Altmark), St;0;Sachsen-Anhalt;LK Stendal;0;15090070
Birkholz b. Tangerhütte;0;Sachsen-Anhalt;LK Stendal;0;15090065
Beuster;0;Sachsen-Anhalt;LK Stendal;0;15090060
Bertkow;0;Sachsen-Anhalt;LK Stendal;0;15090055
Berkau;0;Sachsen-Anhalt;LK Stendal;0;15090050
Bellingen b. Stendal;0;Sachsen-Anhalt;LK Stendal;0;15090045
Behrendorf, Altmark;0;Sachsen-Anhalt;LK Stendal;0;15090040
Beelitz b. Stendal;0;Sachsen-Anhalt;LK Stendal;0;15090035
Ballerstedt;0;Sachsen-Anhalt;LK Stendal;0;15090030
Badingen b. Stendal;0;Sachsen-Anhalt;LK Stendal;0;15090025
Baben;0;Sachsen-Anhalt;LK Stendal;0;15090020
Aulosen;0;Sachsen-Anhalt;LK Stendal;0;15090015
Arneburg, St;0;Sachsen-Anhalt;LK Stendal;0;15090010
Altmärkische Wische;0;Sachsen-Anhalt;LK Stendal;0;15090008
Altmärkische Höhe;0;Sachsen-Anhalt;LK Stendal;0;15090007
Altenzaun;0;Sachsen-Anhalt;LK Stendal;0;15090005
Aland;0;Sachsen-Anhalt;LK Stendal;0;15090003
Zuchau;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089375
Wolmirsleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089365
Wohlsdorf;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089360
Wiendorf b. Könnern;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089355
Westeregeln;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089350
Westdorf;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089345
Wespen;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089340
Wedlitz;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089330
Unseburg;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089325
Tornitz;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089320
Tarthun;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089315
Staßfurt, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089310
Seeland, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089307
Schönebeck (Elbe), St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089305
Schadeleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089300
Schackstedt;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089295
Schackenthal;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089290
Sachsendorf b. Schönebeck, Elbe;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089285
Ranies;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089280
Preußlitz;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089275
Pretzien;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089270
Pömmelte;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089265
Poley;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089260
Pobzig;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089255
Plötzky;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089250
Plötzkau;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089245
Peißen b. Bernburg;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089240
Nienburg (Saale), St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089235
Neundorf (Anhalt);0;Sachsen-Anhalt;LK Salzlandkreis;0;15089230
Neugattersleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089225
Neu Königsaue;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089220
Nachterstedt;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089215
Lödderitz;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089205
Latdorf;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089200
Könnern, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089195
Ilberstedt;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089185
Hoym;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089180
Hecklingen, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089175
Hakeborn;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089170
Güsten, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089165
Groß Schierstedt;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089155
Groß Rosenburg;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089150
Gröna;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089145
Gnadau;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089140
Glinde b. Schönebeck, Elbe;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089135
Giersleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089130
Gerlebogk;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089125
Gerbitz;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089120
Gatersleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089115
Frose;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089110
Friedrichsaue;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089105
Förderstedt;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089095
Etgersleben;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089090
Egeln, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089075
Edlau;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089070
Cörmigk;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089060
Calbe (Saale), St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089055
Breitenhagen;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089050
Borne;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089045
Börde-Hakel;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089043
Bördeland;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089042
Bördeaue;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089041
Biendorf b. Bernburg;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089035
Bernburg (Saale), St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089030
Barby, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089026
Barby (Elbe);0;Sachsen-Anhalt;LK Salzlandkreis;0;15089025
Baalberge;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089020
Aschersleben, St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089015
Amesdorf;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089010
Alsleben (Saale), St;0;Sachsen-Anhalt;LK Salzlandkreis;0;15089005
Zweimen;0;Sachsen-Anhalt;LK Saalekreis;0;15088395
Zöschen;0;Sachsen-Anhalt;LK Saalekreis;0;15088390
Zappendorf;0;Sachsen-Anhalt;LK Saalekreis;0;15088385
Wettin;0;Sachsen-Anhalt;LK Saalekreis;0;15088380
Wallendorf (Luppe);0;Sachsen-Anhalt;LK Saalekreis;0;15088375
Tollwitz;0;Sachsen-Anhalt;LK Saalekreis;0;15088370
Teutschenthal;0;Sachsen-Anhalt;LK Saalekreis;0;15088365
Steuden;0;Sachsen-Anhalt;LK Saalekreis;0;15088360
Steigra;0;Sachsen-Anhalt;LK Saalekreis;0;15088355
Spergau;0;Sachsen-Anhalt;LK Saalekreis;0;15088350
Schwerz;0;Sachsen-Anhalt;LK Saalekreis;0;15088345
Schraplau, St;0;Sachsen-Anhalt;LK Saalekreis;0;15088340
Schochwitz;0;Sachsen-Anhalt;LK Saalekreis;0;15088335
Schkopau;0;Sachsen-Anhalt;LK Saalekreis;0;15088330
Salzmünde;0;Sachsen-Anhalt;LK Saalekreis;0;15088320
Salzatal;0;Sachsen-Anhalt;LK Saalekreis;0;15088319
Rothenburg;0;Sachsen-Anhalt;LK Saalekreis;0;15088315
Rodden;0;Sachsen-Anhalt;LK Saalekreis;0;15088310
Querfurt, St;0;Sachsen-Anhalt;LK Saalekreis;0;15088305
Plötz b. Halle, Saale;0;Sachsen-Anhalt;LK Saalekreis;0;15088300
Petersberg;0;Sachsen-Anhalt;LK Saalekreis;0;15088295
Peißen b. Halle, Saale;0;Sachsen-Anhalt;LK Saalekreis;0;15088290
Ostrau b. Halle, Saale;0;Sachsen-Anhalt;LK Saalekreis;0;15088285
Oppin;0;Sachsen-Anhalt;LK Saalekreis;0;15088280
Oechlitz;0;Sachsen-Anhalt;LK Saalekreis;0;15088275
Obhausen;0;Sachsen-Anhalt;LK Saalekreis;0;15088265
Niemberg;0;Sachsen-Anhalt;LK Saalekreis;0;15088260
Neutz-Lettewitz;0;Sachsen-Anhalt;LK Saalekreis;0;15088255
Nemsdorf-Göhrendorf;0;Sachsen-Anhalt;LK Saalekreis;0;15088250
Nempitz;0;Sachsen-Anhalt;LK Saalekreis;0;15088245
Nauendorf b. Halle, Saale;0;Sachsen-Anhalt;LK Saalekreis;0;15088240
Mücheln (Geiseltal), St;0;Sachsen-Anhalt;LK Saalekreis;0;15088235
Morl;0;Sachsen-Anhalt;LK Saalekreis;0;15088230
Milzau;0;Sachsen-Anhalt;LK Saalekreis;0;15088225
Merseburg, St;0;Sachsen-Anhalt;LK Saalekreis;0;15088220
Wettin-Löbejün, St;0;Sachsen-Anhalt;LK Saalekreis;0;15088216
